city,lat,lng,country,admin_name,similarity
oakville,41.5893,-73.0905,United States,Connecticut,0.09761835107476424
altenburg,50.985,12.4333,Germany,Thuringia,0.0969025389064958
shar,49.5858,81.0478,Kazakhstan,,0.09680213316171515
romulus,42.2237,-83.366,United States,Michigan,0.09595352239934574
barrie,44.3711,-79.6769,Canada,Ontario,0.09572463740902781
justice,41.7495,-87.8345,United States,Illinois,0.09539356323543058
minster,51.421,0.809,United Kingdom,Kent,0.0951470774584795
avondale,33.3873,-112.3235,United States,Arizona,0.09501839117524635
moraga,37.8439,-122.1225,United States,California,0.09464947930087197
college,40.8144,-77.8172,United States,Pennsylvania,0.09463870464975987
college,64.8694,-147.8216,United States,Alaska,0.09463870464975987
grinnell,41.7359,-92.7244,United States,Iowa,0.09345830975743596
snyder,32.7133,-100.9116,United States,Texas,0.09317089069969453
schlieren,47.4,8.45,Switzerland,Zürich,0.0928355739627933
cruz,-2.9178,-40.1719,Brazil,Ceará,0.0926318440888928
ifs,49.1383,-0.3531,France,Normandie,0.09242404755433764
pitman,39.7335,-75.1306,United States,New Jersey,0.09239325778117458
loughborough,52.77,-1.2,United Kingdom,Leicestershire,0.09219273776505488
acton,51.5135,-0.2707,United Kingdom,Ealing,0.09202405107056855
acton,42.4843,-71.4378,United States,Massachusetts,0.09202405107056855
arbutus,39.2428,-76.6922,United States,Maryland,0.09199217373966817
porto,-3.8928,-42.71,Brazil,Piauí,0.09157834095484141
porto,41.1621,-8.622,Portugal,Porto,0.09157834095484141
pontiac,40.8894,-88.6409,United States,Illinois,0.0913631744652168
pontiac,42.6493,-83.2878,United States,Michigan,0.0913631744652168
bol,13.46,14.74,Chad,Lac,0.0898101427371043
paramount,33.8977,-118.1651,United States,California,0.08964851151053
tokyo,35.6897,139.6922,Japan,Tōkyō,0.0895275354781131
dickinson,29.4548,-95.0589,United States,Texas,0.08951254272457343
dickinson,46.8918,-102.7925,United States,North Dakota,0.08951254272457343
neptune,40.2105,-74.0539,United States,New Jersey,0.08935726951284295
bra,44.7,7.85,Italy,Piedmont,0.0886376432148206
areal,-22.2308,-43.1058,Brazil,Rio de Janeiro,0.08856589836824336
santos,-23.9369,-46.325,Brazil,São Paulo,0.08850136653905072
davenport,41.5565,-90.6053,United States,Iowa,0.08807087881856213
davenport,28.1587,-81.6083,United States,Florida,0.08807087881856213
nola,40.9333,14.5333,Italy,Campania,0.08727813412738594
nola,3.5333,16.0667,Central African Republic,Sangha-Mbaéré,0.08727813412738594
santana,0.2583,6.7417,Sao Tome and Principe,Cantagalo,0.08726372884461975
santana,-0.035,-51.175,Brazil,Amapá,0.08726372884461975
santana,-12.9828,-44.0508,Brazil,Bahia,0.08726372884461975
ajax,43.8583,-79.0364,Canada,Ontario,0.08724955582229321
dalton,34.769,-84.972,United States,Georgia,0.08673871249534049
luxor,25.6833,32.65,Egypt,Al Uqşur,0.08648540717634001
sim,54.9833,57.7,Russia,Chelyabinskaya Oblast’,0.08629082033877533
dumas,35.8613,-101.9642,United States,Texas,0.0861568787805177
tank,32.13,70.23,Pakistan,Khyber Pakhtunkhwa,0.08575685998126292
trinity,28.1809,-82.6582,United States,Florida,0.08560544928755842
paco,14.583,120.983,Philippines,Manila,0.08532051761453563
plum,40.5024,-79.7495,United States,Pennsylvania,0.08521178640200744
banbury,52.061,-1.336,United Kingdom,Oxfordshire,0.08485599534441401
bromley,51.407,0.021,United Kingdom,Bromley,0.0848097601629807
grenoble,45.1715,5.7224,France,Auvergne-Rhône-Alpes,0.08426979061237683
clifton,52.904,-1.177,United Kingdom,Nottingham,0.08423535082863753
clifton,39.0764,-108.4605,United States,Colorado,0.08423535082863753
clifton,53.9721,-1.0979,United Kingdom,York,0.08423535082863753
clifton,40.863,-74.1575,United States,New Jersey,0.08423535082863753
fitzgerald,31.7134,-83.2514,United States,Georgia,0.08345016222379509
ala,45.75,11.0,Italy,Trentino-Alto Adige,0.08307496394656311
regina,50.4547,-104.6067,Canada,Saskatchewan,0.08296203580242056
primrose,-26.1833,28.1667,South Africa,Gauteng,0.08271650520865781
allendale,42.9845,-85.9499,United States,Michigan,0.08248732204843479
bari,41.1253,16.8667,Italy,Puglia,0.08243049968815042
fortuna,10.4483,-84.6421,Costa Rica,Alajuela,0.0821787911204408
fortuna,-5.7328,-44.1578,Brazil,Maranhão,0.0821787911204408
fortuna,38.1789,-1.1233,Spain,Murcia,0.0821787911204408
fortuna,40.5862,-124.1419,United States,California,0.0821787911204408
oxford,34.3627,-89.5336,United States,Mississippi,0.08203276052791009
oxford,51.7519,-1.2578,United Kingdom,Oxfordshire,0.08203276052791009
oxford,39.5061,-84.7446,United States,Ohio,0.08203276052791009
oxford,33.5967,-85.8687,United States,Alabama,0.08203276052791009
oxford,42.1286,-71.8665,United States,Massachusetts,0.08203276052791009
oxford,36.3155,-78.5848,United States,North Carolina,0.08203276052791009
oxford,41.4313,-73.135,United States,Connecticut,0.08203276052791009
saline,42.174,-83.778,United States,Michigan,0.08187893303236682
beverley,53.845,-0.427,United Kingdom,East Riding of Yorkshire,0.08163568061303184
voi,-3.3906,38.5769,Kenya,Taita/Taveta,0.08137749854004839
heber,40.507,-111.3986,United States,Utah,0.08124783104739541
jacinto,-16.1439,-40.2928,Brazil,Minas Gerais,0.08030925365889441
tanga,-5.0667,39.1,Tanzania,Tanga,0.0803082698376244
prosper,33.2394,-96.8087,United States,Texas,0.0801943658620049
carmichael,38.6318,-121.3263,United States,California,0.07996450696758073
jupiter,26.92,-80.1128,United States,Florida,0.0798641589692155
como,45.8103,9.0861,Italy,Lombardy,0.07959259118119633
gloucester,42.626,-70.6897,United States,Massachusetts,0.07934729518990846
gloucester,39.7924,-75.0363,United States,New Jersey,0.07934729518990846
gloucester,51.8644,-2.2444,United Kingdom,Gloucestershire,0.07934729518990846
hooper,41.1599,-112.2871,United States,Utah,0.07904277012391536
selkirk,50.1436,-96.8839,Canada,Manitoba,0.07898423311466907
lancaster,34.6935,-118.1753,United States,California,0.07886076402969411
lancaster,42.9099,-78.6378,United States,New York,0.07886076402969411
lancaster,32.5922,-96.7739,United States,Texas,0.07886076402969411
lancaster,39.7248,-82.6049,United States,Ohio,0.07886076402969411
lancaster,40.042,-76.3012,United States,Pennsylvania,0.07886076402969411
lancaster,54.0489,-2.8014,United Kingdom,Lancashire,0.07886076402969411
melville,40.7824,-73.4088,United States,New York,0.07808941303445183
wa,10.0667,-2.5,Ghana,Upper West,0.07782710285849626
clarence,43.0196,-78.6375,United States,New York,0.07775402049743052
bethlehem,42.5856,-73.8219,United States,New York,0.07744560957246704
bethlehem,-28.224,28.311,South Africa,Free State,0.07744560957246704
bethlehem,31.7031,35.1956,West Bank,,0.07744560957246704
bethlehem,40.6266,-75.3679,United States,Pennsylvania,0.07744560957246704
daphne,30.6263,-87.8816,United States,Alabama,0.07687359426154539
newton,42.3316,-71.2085,United States,Massachusetts,0.07684047609143474
newton,41.6963,-93.0403,United States,Iowa,0.07684047609143474
newton,8.3333,-13.0667,Sierra Leone,Western Area,0.07684047609143474
newton,35.663,-81.2335,United States,North Carolina,0.07684047609143474
newton,38.0368,-97.3449,United States,Kansas,0.07684047609143474
yellowknife,62.4709,-114.4053,Canada,Northwest Territories,0.07613369384551216
ballarat,-37.5608,143.8475,Australia,Victoria,0.07604417360821669
eastwood,53.018,-1.304,United Kingdom,Nottinghamshire,0.07570267719430612
bind,25.3035,85.6869,India,Bihār,0.07545540512929438
marino,41.7667,12.6667,Italy,Lazio,0.07489748208331337
corinth,34.9474,-88.5143,United States,Mississippi,0.07439466305369413
corinth,33.1434,-97.0682,United States,Texas,0.07439466305369413
bolivar,37.6059,-93.4175,United States,Missouri,0.07412776873554416
hutchinson,38.0671,-97.9081,United States,Kansas,0.0738535701891816
hutchinson,44.8855,-94.3768,United States,Minnesota,0.0738535701891816
morley,53.7492,-1.6023,United Kingdom,Leeds,0.07365870101053118
crestview,30.7477,-86.5785,United States,Florida,0.07349172509370294
imperial,32.839,-115.572,United States,California,0.0730419459814653
andes,5.5833,-75.9167,Colombia,Antioquia,0.07250783647207293
lisle,41.7918,-88.0888,United States,Illinois,0.07248762618170079
vista,33.1896,-117.2386,United States,California,0.07178384698398588
thoen,17.61,99.2234,Thailand,Lampang,0.0717008602201441
halifax,44.6475,-63.5906,Canada,Nova Scotia,0.07159332736411883
halifax,53.725,-1.863,United Kingdom,Calderdale,0.07159332736411883
goldenrod,28.6114,-81.2916,United States,Florida,0.07152481849048065
rho,45.5333,9.0333,Italy,Lombardy,0.07123334754983113
butte,45.902,-112.6571,United States,Montana,0.07117573009015588
highlands,41.3601,-74.0084,United States,New York,0.07116329011769829
damascus,45.4233,-122.4436,United States,Oregon,0.07112497398547346
damascus,33.5131,36.2919,Syria,Dimashq,0.07112497398547346
damascus,39.2701,-77.1957,United States,Maryland,0.07112497398547346
paterson,40.9147,-74.1624,United States,New Jersey,0.07051827838878344
palmer,42.1888,-72.3112,United States,Massachusetts,0.07042644576461843
palmer,40.7007,-75.2628,United States,Pennsylvania,0.07042644576461843
ena,35.4492,137.4128,Japan,Gifu,0.07027530044028263
tours,47.3936,0.6892,France,Centre-Val de Loire,0.06983339850976211
flora,18.2147,121.4186,Philippines,Apayao,0.06978436743271577
clive,41.6147,-93.798,United States,Iowa,0.06929032152184922
pinto,40.25,-3.7,Spain,Madrid,0.06906605648817332
pinto,-36.7,-71.9,Chile,Ñuble,0.06906605648817332
usa,33.532,131.3495,Japan,Ōita,0.06816640766000093
estevan,49.1392,-102.9861,Canada,Saskatchewan,0.0679981077096874
salt,41.9761,2.7881,Spain,Catalonia,0.06790307846065124
ames,42.0256,-93.6217,United States,Iowa,0.06756647624136669
tiffin,41.1165,-83.1805,United States,Ohio,0.06730700411044255
comox,49.6733,-124.9022,Canada,British Columbia,0.06713296304124272
rotherham,53.43,-1.357,United Kingdom,Rotherham,0.06712735859869201
ica,-14.0667,-75.7333,Peru,Ica,0.06689395600833437
tonk,26.1505,75.79,India,Rājasthān,0.0664375066723707
lumberton,39.9569,-74.8036,United States,New Jersey,0.06636382325120993
lumberton,30.2562,-94.207,United States,Texas,0.06636382325120993
lumberton,34.6312,-79.0186,United States,North Carolina,0.06636382325120993
huizen,52.3,5.25,Netherlands,Noord-Holland,0.06612616794943427
vite,17.2711,74.5378,India,Mahārāshtra,0.06565277069061959
independence,44.8547,-123.1952,United States,Oregon,0.06519393887835001
independence,37.2119,-95.7327,United States,Kansas,0.06519393887835001
independence,38.951,-84.5492,United States,Kentucky,0.06519393887835001
independence,39.0871,-94.3501,United States,Missouri,0.06519393887835001
eral,8.6258,78.0228,India,Tamil Nādu,0.06515007356790004
helena,46.5965,-112.0202,United States,Montana,0.06514945935041894
helena,33.2837,-86.8791,United States,Alabama,0.06514945935041894
monument,39.0736,-104.8467,United States,Colorado,0.06494606949831572
martin,49.065,18.9219,Slovakia,Žilina,0.06488452436022418
martin,36.3385,-88.8513,United States,Tennessee,0.06488452436022418
cochrane,51.189,-114.467,Canada,Alberta,0.06469436371200121
cochrane,-47.2547,-72.575,Chile,Aysén,0.06469436371200121
rivera,-30.9025,-55.5506,Uruguay,Rivera,0.064660844820281
rivera,2.7853,-75.2589,Colombia,Huila,0.064660844820281
gateway,26.5793,-81.7446,United States,Florida,0.06441839742445199
progress,40.2901,-76.8394,United States,Pennsylvania,0.06441255591979433
progress,49.7504,129.6167,Russia,Amurskaya Oblast’,0.06441255591979433
asse,50.9,4.2,Belgium,Flanders,0.06428326143849061
pace,30.6188,-87.1667,United States,Florida,0.06404226479589636
anda,9.744,124.576,Philippines,Bohol,0.0637383329682798
anda,16.2896,119.9491,Philippines,Pangasinan,0.0637383329682798
anda,46.4078,125.3252,China,Heilongjiang,0.0637383329682798
tamarac,26.2056,-80.2539,United States,Florida,0.06336781590136131
burnaby,49.2667,-122.9667,Canada,British Columbia,0.0632562817464869
aarhus,56.1572,10.2107,Denmark,Midtjylland,0.06314971252183754
lloyd,41.7286,-73.9961,United States,New York,0.06299044921358798
bessemer,33.3712,-86.9728,United States,Alabama,0.06268143690727557
moody,33.5986,-86.4963,United States,Alabama,0.062260250763367386
an,19.7833,94.0333,Myanmar,Rakhine State,0.06219107442894389
melrose,42.4556,-71.059,United States,Massachusetts,0.062097322106342445
barnsley,53.5547,-1.4791,United Kingdom,Barnsley,0.06204341830042148
summerland,49.6006,-119.6778,Canada,British Columbia,0.061690102314419404
badger,64.8006,-147.3877,United States,Alaska,0.06089201290097823
cologne,50.9364,6.9528,Germany,North Rhine-Westphalia,0.06031191977133166
australia,22.4995,-81.1359,Cuba,Matanzas,0.059499607651081754
kotia,26.275,86.0532,India,Bihār,0.059357231343527106
boston,7.8697,126.3761,Philippines,Davao Oriental,0.05930014873980116
boston,42.3188,-71.0852,United States,Massachusetts,0.05930014873980116
boston,52.974,-0.0214,United Kingdom,Lincolnshire,0.05930014873980116
fairview,35.9815,-87.1291,United States,Tennessee,0.058716918447417776
fairview,37.6758,-122.0473,United States,California,0.058716918447417776
fairview,42.0261,-80.2361,United States,Pennsylvania,0.058716918447417776
fairview,33.1399,-96.6117,United States,Texas,0.058716918447417776
fairview,40.8182,-74.0022,United States,New Jersey,0.058716918447417776
fairview,40.1735,-76.8655,United States,Pennsylvania,0.058716918447417776
fairview,45.5469,-122.439,United States,Oregon,0.058716918447417776
arlington,42.4187,-71.1639,United States,Massachusetts,0.057871859641957624
arlington,48.1701,-122.1442,United States,Washington,0.057871859641957624
arlington,32.6998,-97.125,United States,Texas,0.057871859641957624
arlington,38.8786,-77.1011,United States,Virginia,0.057871859641957624
arlington,35.2594,-89.668,United States,Tennessee,0.057871859641957624
springfield,39.9281,-75.3362,United States,Pennsylvania,0.05785884331926616
springfield,43.2907,-72.4809,United States,Vermont,0.05785884331926616
springfield,39.93,-83.7959,United States,Ohio,0.05785884331926616
springfield,44.0538,-122.9811,United States,Oregon,0.05785884331926616
springfield,37.1943,-93.2916,United States,Missouri,0.05785884331926616
springfield,40.6994,-74.3254,United States,New Jersey,0.05785884331926616
springfield,49.9292,-96.6939,Canada,Manitoba,0.05785884331926616
springfield,38.781,-77.1839,United States,Virginia,0.05785884331926616
springfield,40.0986,-75.2016,United States,Pennsylvania,0.05785884331926616
springfield,36.4949,-86.8711,United States,Tennessee,0.05785884331926616
springfield,39.7709,-89.654,United States,Illinois,0.05785884331926616
springfield,42.1155,-72.5395,United States,Massachusetts,0.05785884331926616
para,5.5167,-7.3333,Côte d'Ivoire,Bas-Sassandra,0.05726617477962803
adelaide,-34.9275,138.6,Australia,South Australia,0.057136813306174705
dowa,-13.6667,33.9167,Malawi,Dowa,0.05657304560544896
sunrise,26.1547,-80.2997,United States,Florida,0.05639207490791465
sauce,-30.0667,-58.7667,Argentina,Corrientes,0.05627706912593755
perl,49.4667,6.3667,Germany,Saarland,0.05627531302633637
hayward,37.6328,-122.0766,United States,California,0.05608603981727833
eccles,53.4824,-2.339,United Kingdom,Salford,0.056030873351291866
buchanan,5.8808,-10.0467,Liberia,Grand Bassa,0.05592075573811439
berlin,41.6114,-72.7758,United States,Connecticut,0.05578318408743943
berlin,44.4869,-71.2599,United States,New Hampshire,0.05578318408743943
berlin,52.52,13.405,Germany,Berlin,0.05578318408743943
anna,33.3472,-96.5508,United States,Texas,0.05550338886027828
marathon,24.7263,-81.0374,United States,Florida,0.055255501685886
tacoma,47.2431,-122.4531,United States,Washington,0.055144467644050676
exeter,40.3139,-75.834,United States,Pennsylvania,0.05477677387244617
exeter,50.7256,-3.5269,United Kingdom,Devon,0.05477677387244617
exeter,42.9901,-70.9646,United States,New Hampshire,0.05477677387244617
exeter,36.2941,-119.1459,United States,California,0.05477677387244617
granger,41.7374,-86.1348,United States,Indiana,0.054556849446361855
providence,41.823,-71.4187,United States,Rhode Island,0.05451341389279085
clearview,44.3981,-80.0742,Canada,Ontario,0.05423780819458812
stokke,59.24,10.2708,Norway,Vestfold og Telemark,0.05408322894182527
lorraine,45.6833,-73.7833,Canada,Quebec,0.05406574666536257
cortez,37.3503,-108.5768,United States,Colorado,0.05394507851316832
bryant,34.6152,-92.4914,United States,Arkansas,0.053885676647809744
bronx,40.8501,-73.8662,United States,New York,0.053874637744037446
huntington,40.8521,-73.3823,United States,New York,0.05365052173294205
huntington,53.9926,-1.043,United Kingdom,York,0.05365052173294205
huntington,38.4109,-82.4345,United States,West Virginia,0.05365052173294205
huntington,40.881,-85.5063,United States,Indiana,0.05365052173294205
huntington,38.7916,-77.074,United States,Virginia,0.05365052173294205
godfrey,38.9577,-90.2156,United States,Illinois,0.053227424930309075
rush,53.522,-6.089,Ireland,Fingal,0.05282314868733662
rum,47.2872,11.4581,Austria,Tirol,0.052610856457079525
shoreline,47.7564,-122.3426,United States,Washington,0.05156246005051712
wadsworth,41.0279,-81.7323,United States,Ohio,0.05114337841553518
lima,40.741,-84.112,United States,Ohio,0.05067881853652889
lima,-12.06,-77.0375,Peru,Lima,0.05067881853652889
lima,-23.9,-56.3333,Paraguay,San Pedro,0.05067881853652889
pita,11.08,-12.401,Guinea,Mamou,0.05022324177828108
colorado,-22.8378,-51.9728,Brazil,Paraná,0.05018352861845532
kola,22.43,87.87,India,West Bengal,0.04977166923105314
kola,68.8833,33.0833,Russia,Murmanskaya Oblast’,0.04977166923105314
ladysmith,48.9975,-123.8203,Canada,British Columbia,0.04967668375439194
ladysmith,-28.5597,29.7806,South Africa,KwaZulu-Natal,0.04967668375439194
redhill,51.2393,-0.1726,United Kingdom,Surrey,0.04872873741052275
croydon,40.0911,-74.8975,United States,Pennsylvania,0.0485263665924589
croydon,51.3727,-0.1099,United Kingdom,Croydon,0.0485263665924589
bucyrus,40.8054,-82.9719,United States,Ohio,0.04838523980163889
bam,29.1061,58.3569,Iran,Kermān,0.04830568845784644
eugene,44.0564,-123.1174,United States,Oregon,0.048286345489500726
somerville,-38.226,145.177,Australia,Victoria,0.04801942775932344
somerville,42.3908,-71.1014,United States,Massachusetts,0.04801942775932344
somerville,40.5696,-74.6092,United States,New Jersey,0.04801942775932344
everett,42.4064,-71.0545,United States,Massachusetts,0.04798190812772685
everett,47.9525,-122.1669,United States,Washington,0.04798190812772685
cleveland,41.4764,-81.6805,United States,Ohio,0.04783485641108809
cleveland,33.744,-90.7285,United States,Mississippi,0.04783485641108809
cleveland,35.1817,-84.8707,United States,Tennessee,0.04783485641108809
gran,60.4411,10.4956,Norway,Innlandet,0.04742268527147164
tara,56.8833,74.3667,Russia,Omskaya Oblast’,0.047394163800034805
hopkins,44.9259,-93.4056,United States,Minnesota,0.04727824057613084
manhattan,40.7834,-73.9662,United States,New York,0.047164229692486126
manhattan,41.4274,-87.9805,United States,Illinois,0.047164229692486126
manhattan,39.1886,-96.6048,United States,Kansas,0.047164229692486126
kelso,46.1236,-122.8909,United States,Washington,0.046764577712243405
kelso,-33.4186,149.6056,Australia,New South Wales,0.046764577712243405
tame,6.4667,-71.7333,Colombia,Arauca,0.04671237328074662
puck,54.7,18.4,Poland,Pomorskie,0.045931287859031444
edd,13.9333,41.7,Eritrea,Debubawi K’eyyĭḥ Baḥri,0.04535447351515931
crest,44.7283,5.0222,France,Auvergne-Rhône-Alpes,0.045225469953983466
cecil,40.3147,-80.1942,United States,Pennsylvania,0.04510881478192119
ceres,-15.3078,-49.5978,Brazil,Goiás,0.04510536194714643
ceres,37.5952,-120.962,United States,California,0.04510536194714643
ceres,-29.8667,-61.95,Argentina,Santa Fe,0.04510536194714643
wagner,-12.2869,-41.1678,Brazil,Bahia,0.04461458206601443
windsor,51.4791,-0.6095,United Kingdom,Windsor and Maidenhead,0.04457577444737004
windsor,40.469,-104.9198,United States,Colorado,0.04457577444737004
windsor,38.5422,-122.8089,United States,California,0.04457577444737004
windsor,42.2833,-83.0,Canada,Ontario,0.04457577444737004
windsor,43.2405,-89.2948,United States,Wisconsin,0.04457577444737004
windsor,41.871,-72.6736,United States,Connecticut,0.04457577444737004
chesterfield,40.1166,-74.6459,United States,New Jersey,0.04452084717446936
chesterfield,38.6589,-90.5803,United States,Missouri,0.04452084717446936
chesterfield,53.2358,-1.4275,United Kingdom,Derbyshire,0.04452084717446936
chard,50.8728,-2.9587,United Kingdom,Somerset,0.04402883542074254
beaumont,33.9076,-116.9766,United States,California,0.043216197210210194
beaumont,53.3572,-113.4147,Canada,Alberta,0.043216197210210194
beaumont,45.7517,3.0831,France,Auvergne-Rhône-Alpes,0.043216197210210194
beaumont,18.4833,-73.9667,Haiti,Grand’Anse,0.043216197210210194
beaumont,30.0849,-94.1451,United States,Texas,0.043216197210210194
mino,35.5448,136.9076,Japan,Gifu,0.04306429082322227
sweden,43.1791,-77.9406,United States,New York,0.04304629433177354
hurricane,37.1487,-113.3517,United States,Utah,0.04290241873190481
mani,13.26,-0.2094,Burkina Faso,Est,0.04274771845324088
sem,59.2792,10.3278,Norway,Vestfold og Telemark,0.04219688380220743
chita,35.0,136.8667,Japan,Aichi,0.04207760960801199
chita,6.1667,-72.4167,Colombia,Boyacá,0.04207760960801199
chita,52.0333,113.5,Russia,Zabaykal’skiy Kray,0.04207760960801199
ely,52.3981,0.2622,United Kingdom,Cambridgeshire,0.04201854580096542
brooks,50.5642,-111.8989,Canada,Alberta,0.04199210686452992
irving,32.8583,-96.9702,United States,Texas,0.04156135324004917
prescott,34.5849,-112.4473,United States,Arizona,0.04153234751209223
winchester,51.0632,-1.308,United Kingdom,Hampshire,0.04150490527658579
winchester,42.4518,-71.1463,United States,Massachusetts,0.04150490527658579
winchester,41.9218,-73.1028,United States,Connecticut,0.04150490527658579
winchester,38.0018,-84.1908,United States,Kentucky,0.04150490527658579
winchester,35.1898,-86.1075,United States,Tennessee,0.04150490527658579
winchester,36.1365,-115.137,United States,Nevada,0.04150490527658579
winchester,39.1735,-78.1746,United States,Virginia,0.04150490527658579
chester,44.65,-64.3,Canada,Nova Scotia,0.04112987015053582
chester,53.19,-2.89,United Kingdom,Cheshire West and Chester,0.04112987015053582
chester,39.8456,-75.3718,United States,Pennsylvania,0.04112987015053582
chester,37.3531,-77.4342,United States,Virginia,0.04112987015053582
op,25.2092,85.3019,India,Bihār,0.040811293371089574
bell,33.9801,-118.1798,United States,California,0.04079495866461502
brandywine,38.6963,-76.8846,United States,Maryland,0.04060367943107157
sara,11.25,123.0167,Philippines,Iloilo,0.040441789160647335
mine,34.1631,131.2083,Japan,Yamaguchi,0.040309522445186485
rockland,42.1295,-70.91,United States,Massachusetts,0.040083702526932496
griffith,41.5277,-87.4239,United States,Indiana,0.04004446651197213
griffith,-34.29,146.04,Australia,New South Wales,0.04004446651197213
os,60.2269,5.4758,Norway,Vestland,0.03969927469353751
durango,43.1689,-2.63,Spain,Basque Country,0.038934042999465235
durango,37.2659,-107.8781,United States,Colorado,0.038934042999465235
durango,24.025,-104.6675,Mexico,Durango,0.038934042999465235
santa,17.486,120.4344,Philippines,Ilocos Sur,0.038806389477285874
furukawa,36.2381,137.1862,Japan,Gifu,0.03868428335116869
dunedin,-45.8742,170.5036,New Zealand,Otago,0.03865137090345305
dunedin,28.0329,-82.7862,United States,Florida,0.03865137090345305
sher,26.3422,84.621,India,Bihār,0.03863456181236935
sigma,11.4214,122.6662,Philippines,Capiz,0.03841052670507583
cascades,39.0464,-77.3874,United States,Virginia,0.03810934948670419
ye,15.2467,97.8556,Myanmar,Mon State,0.037931920777248274
revel,43.4586,2.0042,France,Occitanie,0.0378152839813608
bole,44.8539,82.0514,China,Xinjiang,0.03745041220809264
beverly,42.5681,-70.8627,United States,Massachusetts,0.03702635925650022
lexington,40.7779,-99.7461,United States,Nebraska,0.036998215039777405
lexington,42.4456,-71.2307,United States,Massachusetts,0.036998215039777405
lexington,35.8018,-80.2682,United States,North Carolina,0.036998215039777405
lexington,38.0423,-84.4587,United States,Kentucky,0.036998215039777405
lexington,33.989,-81.2202,United States,South Carolina,0.036998215039777405
honda,5.2042,-74.7417,Colombia,Tolima,0.03672718450434498
sitka,57.2401,-135.3152,United States,Alaska,0.036707782336984796
manor,39.9848,-76.4216,United States,Pennsylvania,0.0363984362442249
manor,30.3562,-97.5227,United States,Texas,0.0363984362442249
addison,41.9313,-88.0085,United States,Illinois,0.036315313942941185
addison,32.959,-96.8355,United States,Texas,0.036315313942941185
lara,-38.0167,144.4167,Australia,Victoria,0.03630474838127473
navan,53.6528,-6.6814,Ireland,Meath,0.03626851899478145
ronda,10.0003,123.4095,Philippines,Cebu,0.03621042706732047
ronda,36.7372,-5.1647,Spain,Andalusia,0.03621042706732047
dallas,33.9152,-84.8416,United States,Georgia,0.03609753286699369
dallas,44.9221,-123.313,United States,Oregon,0.03609753286699369
dallas,32.7935,-96.7667,United States,Texas,0.03609753286699369
dallas,41.3608,-75.9656,United States,Pennsylvania,0.03609753286699369
norman,35.2335,-97.3471,United States,Oklahoma,0.03551617733784984
butterworth,5.3992,100.3639,Malaysia,Pulau Pinang,0.03521744341055855
vermilion,41.4103,-82.3214,United States,Ohio,0.035141529694950435
gaza,31.5069,34.456,Gaza Strip,,0.03510459208000427
umi,33.5675,130.5111,Japan,Fukuoka,0.03508786946473019
feni,23.0183,91.41,Bangladesh,Chattogram,0.03501989138063977
ashton,-44.0333,171.7667,New Zealand,Canterbury,0.034877297033894195
ashton,53.4897,-2.0952,United Kingdom,Tameside,0.034877297033894195
bor,37.8833,34.5667,Turkey,Niğde,0.03482700973985753
bor,56.35,44.0833,Russia,Nizhegorodskaya Oblast’,0.03482700973985753
bor,6.2125,31.5608,South Sudan,Jonglei,0.03482700973985753
bor,44.1303,22.1036,Serbia,Bor,0.03482700973985753
perm,58.0139,56.2489,Russia,Permskiy Kray,0.03478372898459392
brad,46.1294,22.79,Romania,Hunedoara,0.0346022366723715
peer,51.1328,5.4536,Belgium,Flanders,0.03448553279844946
pearl,32.273,-90.0918,United States,Mississippi,0.03427573744446
grad,46.7977,16.0984,Slovenia,Grad,0.03393793381767418
dolo,45.4269,12.0753,Italy,Veneto,0.03356286360328087
riverside,41.831,-87.8169,United States,Illinois,0.033450806984539505
riverside,33.9381,-117.3949,United States,California,0.033450806984539505
riverside,41.0318,-73.5827,United States,Connecticut,0.033450806984539505
riverside,39.7835,-84.1219,United States,Ohio,0.033450806984539505
midway,30.4169,-87.0229,United States,Florida,0.03343469054667558
puyallup,47.1793,-122.2902,United States,Washington,0.03325431933955114
highland,38.7602,-89.6812,United States,Illinois,0.0331371708766679
highland,40.4276,-111.7957,United States,Utah,0.0331371708766679
highland,34.1113,-117.165,United States,California,0.0331371708766679
highland,41.5483,-87.4588,United States,Indiana,0.0331371708766679
caledonia,42.7986,-87.8762,United States,Wisconsin,0.03297695467302664
vashon,47.4122,-122.4726,United States,Washington,0.03289007175072611
penn,40.1864,-76.3726,United States,Pennsylvania,0.03288055900508813
penn,39.7994,-76.9642,United States,Pennsylvania,0.03288055900508813
surrey,49.19,-122.8489,Canada,British Columbia,0.032700156512414535
adrian,41.8994,-84.0447,United States,Michigan,0.032030983896507714
mound,44.9328,-93.6591,United States,Minnesota,0.03173230033076735
hastings,44.7318,-92.8538,United States,Minnesota,0.031114098469379625
hastings,40.5961,-98.39,United States,Nebraska,0.031114098469379625
hastings,50.85,0.57,United Kingdom,East Sussex,0.031114098469379625
hastings,43.3215,-76.1582,United States,New York,0.031114098469379625
bellefontaine,40.3627,-83.763,United States,Ohio,0.03108684637963466
norcross,33.9379,-84.2065,United States,Georgia,0.030839542274868736
raymond,43.0322,-71.1994,United States,New Hampshire,0.030615773268182767
bron,45.7394,4.9139,France,Auvergne-Rhône-Alpes,0.030591600537233754
ron,15.67,75.73,India,Karnātaka,0.030530252507055877
mason,39.3571,-84.3023,United States,Ohio,0.030181534129053444
morton,40.6135,-89.4669,United States,Illinois,0.029965761324373785
